Date,Day,Reactor,SampleID in BioProject PRJNA1197561 (NCBI),Temp (¢XC),pH,ORP (mV),EC (mS/cm),Alkalinity (mg CaCO3/L),Inf Nacl (%),Inf Sucrose (mg/L),Inf aspartic acid (mg/L),Eff Formate (mg/L),Eff Acetate (mg/L),Eff Propionate (mg/L),Eff Isobutyrate (mg/L),Eff Butyrate (mg/L),Eff Isovalerate (mg/L),Eff COD (mg/L),"Gas production (L/day, NTP)",H2 (%),N2 (%),CH4 (%),CO2 (%),DNA Concentration (ng/uL),measured HRT (day),measured ORL(kg-COD/m3/day)
2022/11/9,39,D4,Daughter4_D039,33.18,6.31,-439.64,26.4,1472,1.6,2000,133.1,1.76,39.79,165.13,3.44,0,2.15,340,0.6175,0.00E+00,15.49,56.99,27.52,267.312,2.38,1.1
2022/11/10,40,D4,Daughter4_D040,33.28,6.32,-441,26.3,1457,1.6,2000,133.1,2.26,32.9,151.15,5.65,0,1.84,380,0.5072,0.00E+00,15.73,57.5,26.77,344.291,2.28,1.1
2022/11/11,41,D4,Daughter4_D041,32.41,6.33,-442.32,27.4,1478.9,1.8,2000,133.1,2.21,23.55,102.89,5.14,0,1.63,190,0.5279,0.00E+00,14.23,57.87,27.9,284.256,2.29,1.07
2022/11/12,42,D4,Daughter4_D042,32.13,6.34,-418.89,28.5,1494.35,1.8,2000,133.1,1.28,32.83,89.3,4.94,0,2.19,250,0.4277,0.00E+00,13.9,58.33,27.77,237.791,2.48,1.12
2022/11/13,43,D4,Daughter4_D043,33.49,6.32,-434.68,29.1,1480.7,1.8,2000,133.1,2.11,30.11,89.72,4.59,0,2.1,270,0.5398,0.00E+00,13.87,59.28,26.85,321.188,2.3,1.09
2022/11/14,44,D4,Daughter4_D044,32.84,6.37,-431.5,29.1,1507.2,1.8,2000,133.1,1.72,29.27,84.67,4.78,0,1.63,330,0.5038,0.00E+00,16.24,58.49,25.27,222.344,2.29,1.11
2022/11/15,45,D4,Daughter4_D045,33.27,6.4,-426.11,29.7,1531.75,1.8,2000,133.1,1.63,34.39,76.7,4.37,0,2.21,220,0.6216,0.00E+00,15.95,58.87,25.18,227.856,2.3,1.1
2022/11/16,46,D4,Daughter4_D046,32.81,6.43,-443.09,30.4,1532.25,2,2000,133.1,2.48,22.32,49.05,4.15,0,1.21,730,0.5989,0.00E+00,17.62,58.51,23.87,252.926,2.3,1.1
2022/11/17,47,D4,Daughter4_D047,33.22,6.52,-451.29,31.4,1578.75,2,2000,133.1,2.81,3.96,4.15,0,0,0,350,0.3455,,,,,201.458,,2.16
2022/11/18,48,D4,Daughter4_D048,33,6.51,-450.32,31.9,1600.05,2,2000,133.1,2.15,10.18,14.09,0,0,0,280,0.4204,0.00E+00,22.98,56.37,20.65,222.149,2.25,1.11
2022/11/19,49,D4,Daughter4_D049,33.23,6.43,-443.72,32.4,1606.65,2,2000,133.1,0.27,19.46,26.06,0,0,0,30,0.5111,0.00E+00,15.22,59.44,25.34,252.908,2.23,1.09
2022/11/20,50,D4,Daughter4_D050,32.99,6.41,-440.71,33.2,1579.4,2,2000,133.1,0.31,13.91,27.53,0,0,0,220,0.488,5.47E-02,14.52,58.85,26.57,251.448,2.26,1.09
2022/11/21,51,D4,Daughter4_D051,32.9,6.4,-443.54,33.1,1527.8,2.2,2000,133.1,1.26,32.75,59.14,2.84,0,1.07,370,0.6233,0.00E+00,18.7,57.35,23.96,230.917,2.26,1.12
2022/11/22,52,D4,Daughter4_D052,33.68,6.44,-451.05,33.7,1588.95,2.2,2000,133.1,0.68,12.75,20.25,2.03,0,0,220,0.3022,,,,,227.708,3.85,1.08
2022/11/23,53,D4,Daughter4_D053,33.11,6.47,-455.35,35,1595.3,2.2,2000,133.1,1.9,13.33,19.18,0,0,0,320,0.4483,0.00E+00,19.79,59.63,20.58,216.748,2.23,1.1
2022/11/24,54,D4,Daughter4_D054,32.63,6.43,-452.09,34.8,1550.95,2.2,2000,133.1,2.47,22.64,44.98,1.96,0,0,220,0.5415,0.00E+00,18.34,59.37,22.28,225.545,2.32,1.1
2022/11/25,55,D4,Daughter4_D055,32.83,6.43,-451.86,35.4,1516.6,2.2,2000,133.1,2.62,32.61,78.87,2.98,0,0,290,0.6998,0.00E+00,18.2,58.21,23.59,191.642,2.7,1.11
2022/11/26,56,D4,Daughter4_D056,32.98,6.4,-450.5,35.5,1531,2.4,2000,133.1,2.3,28.77,78.87,3.43,0.51,1.89,250,0.6228,6.87E-02,25.05,52.44,22.44,237.91,2.32,1.13
2022/11/27,57,D4,Daughter4_D057,33.1,6.37,-448,34.8,1556.95,2.4,2000,133.1,1.31,24.36,81.96,2.75,0,1.18,250,0.7226,0.00E+00,29.34,52.82,17.84,225.754,2.31,1.1
2022/11/28,58,D4,Daughter4_D058,32.51,6.48,-428.35,37,1520.05,2.4,2000,133.1,1.99,10.63,40,2.39,0,0,240,0.3521,0.00E+00,28.44,58.73,12.83,234.005,2.39,0.47
2022/11/29,59,D4,Daughter4_D059,31,6.63,-267.33,38.1,1562.8,2.4,2000,133.1,0.78,18.87,39.71,0,0,0,170,0.2175,0.00E+00,21.95,61,17.05,218.551,2.35,1.38
2022/11/30,60,D4,Daughter4_D060,32.9,6.46,-378.64,38,1517.8,2.4,2000,133.1,0.85,31.58,95.99,2.13,0,0,420,0.5917,0.00E+00,18.41,58.49,23.11,234.866,2.2,1.1
2022/12/1,61,D4,Daughter4_D061,33.03,6.45,-419.17,38.3,1499.7,2.6,2000,133.1,1.91,29.31,110.52,2.73,0,0,400,0.7169,0.00E+00,16.1,57.84,26.06,272.794,2.3,1.05
2022/12/2,62,D4,Daughter4_D062,32.55,6.44,-426.05,38.7,1523.75,2.6,2000,133.1,2.57,24.17,112.81,2.96,0,0.57,220,0.6299,0.00E+00,16.58,58.36,25.05,242.718,2.23,1.14
2022/12/3,63,D4,Daughter4_D063,32.45,6.43,-412.11,39.1,1512.8,2.6,2000,133.1,3.34,26.24,169.6,4.83,0,1.17,690,0.458,0.00E+00,27.2,50.53,22.27,215.121,2.26,1.13
2022/12/4,64,D4,Daughter4_D064,33.14,6.4,-425.92,39.7,1486.3,2.6,2000,133.1,3.09,24.79,215.13,4.98,0,1.55,410,0.4279,0.00E+00,17.24,57.06,25.7,358.869,2.43,1.11
2022/12/5,65,D4,Daughter4_D065,32.48,6.39,-424.89,38.9,1491.2,2.6,2000,133.1,1.26,25.09,222.31,4.05,0,1.54,590,0.4619,0.00E+00,,,,253.474,2.3,1.05
2022/12/6,66,D4,Daughter4_D066,32.73,6.41,-420.86,39.8,1500.1,2.8,2000,133.1,1.28,24.21,188.88,3.65,0,1.17,400,0.5596,0.00E+00,17.15,56.74,26.11,219.715,2.26,1.05
2022/12/7,67,D4,Daughter4_D067,32.98,6.4,-431.52,41.2,1471.1,2.8,2000,133.1,1.22,26.09,208.21,3.85,0,1.47,510,0.6358,0.00E+00,15.73,56.79,27.48,216.96,2.25,1.1
2022/12/8,68,D4,Daughter4_D068,32.75,6.52,-402.8,42.1,1513.65,2.8,2000,133.1,0.88,7.3,94.87,3.11,0,0,110,0.3123,0.00E+00,,,,122.174,2.42,0.42
2022/12/9,69,D4,Daughter4_D069,32.34,6.68,-352.19,43.3,1500.75,2.8,2000,133.1,0.87,0.51,1.39,0,0,0,230,0.2127,0.00E+00,,,,200.975,2.39,0.48
2022/12/10,70,D4,Daughter4_D070,33.17,6.61,-414.75,43.8,1526.75,2.8,2000,133.1,1.66,22.89,140.83,4.36,0,1,290,0.3962,0.00E+00,21.84,59.76,18.4,182.371,1.87,1.11
2022/12/11,71,D4,Daughter4_D071,33.38,6.47,-426.13,43.8,1521.05,3,2000,133.1,2.76,16.43,73.82,3.41,0,1.71,200,0.735,0.00E+00,16.44,58.33,25.24,176.195,1.97,1.35
2022/12/12,72,D4,Daughter4_D072,33.05,6.42,-431.31,45,1590.35,3,2000,133.1,2.05,22.08,104.98,2.64,0,0,90,0.634,0.00E+00,16.47,57.52,26.02,232.002,1.97,0.97
2022/12/13,73,D4,Daughter4_D073,32.89,6.45,-434.3,45.7,1579.15,3,2000,133.1,1.27,20.13,99.51,3.36,0,0,340,0.5194,0.00E+00,32,48.25,19.75,188.951,2.02,0.97
2022/12/14,74,D4,Daughter4_D074,32.75,6.42,-426.26,45.1,1572.45,3,2000,133.1,1.48,28.37,103.38,2.87,0,0,310,0.5914,0.00E+00,16.12,58.05,25.83,175.675,2.03,1.11
2022/12/15,75,D4,Daughter4_D075,33.3,6.42,-434.7,45.8,1523.55,3,2000,133.1,1.36,29.62,155.44,2.86,0,0,520,0.7172,0.00E+00,16.56,58.12,25.32,167.244,2.25,1.1
2022/12/16,76,D4,Daughter4_D076,32.93,6.44,-438.3,45.2,1558.7,3.2,2000,133.1,1.28,16.94,123.63,2.66,0,0,580,0.5119,0.00E+00,23.47,58.4,18.13,175.263,2.12,0.61
2022/12/17,77,D4,Daughter4_D077,32.6,6.6,-345.65,44.1,1580.25,3.2,2000,133.1,1.79,13.61,58.34,0,0,0,230,0.0673,0.00E+00,24.34,58.24,17.42,197.594,1.87,0.59
2022/12/18,78,D4,Daughter4_D078,32.64,6.5,-405.58,46.4,1546.65,3.2,2000,133.1,1.6,9.09,98.15,2.57,0,0,280,0.5002,0.00E+00,25.89,54.89,19.22,182.993,2.04,
2022/12/19,79,D4,Daughter4_D079,32.51,6.43,-427.11,46.9,1499.3,3.2,2000,133.1,0.61,12.33,120.53,2.66,0,0,540,0.5697,0.00E+00,15.34,57.22,27.45,235.019,3.16,1.07
2022/12/20,80,D4,Daughter4_D080,32.81,6.41,-429.32,48.6,1528.2,3.2,2000,133.1,2.2,10.84,70.92,2.27,0,2.62,440,0.5175,0.00E+00,30.97,52.86,16.17,220.083,2.08,1.1
2022/12/21,81,D4,Daughter4_D081,32.6,6.43,-373.04,48.8,1507.45,3.4,2000,133.1,1.76,33.05,148.55,2.82,0,7.96,340,0.317,0.00E+00,17.76,56.9,25.35,236.079,2.06,1.05
2022/12/22,82,D4,Daughter4_D082,32.74,6.42,-419.81,49.6,1523.3,3.4,2000,133.1,1.79,35.9,164.35,3.1,0,9.81,410,0.5275,0.00E+00,16.92,57.39,25.69,274.425,2.08,1.09
2022/12/23,83,D4,Daughter4_D083,33.31,6.39,-427.19,49.9,1550.8,3.4,2000,133.1,0.5,35.9,186.82,3.29,0,4.42,480,0.5265,0.00E+00,17.01,57.34,25.65,202.772,2.14,1.07
2022/12/24,84,D4,Daughter4_D084,32.86,6.38,-426.86,50.9,1555.6,3.4,2000,133.1,1.81,39.17,215.54,3.48,0,1.16,480,0.5202,0.00E+00,14.01,57.8,28.19,247.628,2.14,1.1
2022/12/25,85,D4,Daughter4_D085,32.97,6.37,-426.68,51.3,1565.4,3.4,2000,133.1,2.04,42.17,224.67,3.86,0,0.91,350,0.537,0.00E+00,16.05,57.31,26.64,255.604,2.09,1.1
2022/12/26,86,D4,Daughter4_D086,33.03,6.35,-426.84,51.9,1532.9,3.6,2000,133.1,1.95,48.33,247,3.96,0,1.2,540,0.5366,0.00E+00,17.58,56.03,26.39,217.868,2.09,1.08
2022/12/27,87,D4,Daughter4_D087,32.93,6.35,-420.7,52,1528.7,3.6,2000,133.1,0.85,45.47,198.2,3.42,0,0.21,390,0.5244,0.00E+00,20.58,56.8,22.62,289.668,2.07,1.1
2022/12/28,88,D4,Daughter4_D088,33.01,6.36,-372.25,53.3,1511.95,3.6,2000,133.1,4.27,42.12,228.7,3.8,0,0,560,0.3866,0.00E+00,24.5,54.24,21.26,268.501,2.09,1.1
2022/12/29,89,D4,Daughter4_D089,32.97,6.35,-414.61,53.2,1547.95,3.6,2000,133.1,0.75,46.49,241.44,3.99,0,0.53,720,0.41,0.00E+00,20.53,55.27,24.2,291.108,2.15,1.1
2022/12/30,90,D4,Daughter4_D090,32.95,6.35,-418,54,1486.4,3.6,2000,133.1,1.94,43.74,328.01,5.33,0,1.18,520,0.4198,0.00E+00,19.67,56.59,23.74,289.53,2.15,1.09
2022/12/31,91,D4,Daughter4_D091,33.09,6.35,-399.52,53.4,1485.6,3.8,2000,133.1,4.44,45.61,324.4,4.32,0.84,0,620,0.4115,0.00E+00,23.19,53.77,23.04,272.662,2.27,1.12
2023/1/1,92,D4,Daughter4_D092,33.36,6.34,-413.57,55.1,1476.55,3.8,2000,133.1,3.79,46.04,233.73,5,0,0,740,0.4269,0.00E+00,22.35,53.95,23.7,231.864,2.12,1.12
2023/1/2,93,D4,Daughter4_D093,33.06,6.32,-420.62,55,1456.5,3.8,2000,133.1,3.63,50.4,332.99,4.47,0,3.7,720,0.4274,5.63E-01,22.94,53.39,23.11,283.567,2.14,1.07
2023/1/3,94,D4,Daughter4_D094,32.9,6.32,-423.08,55.5,1432.2,3.8,2000,133.1,0,46.86,329.77,4.51,0,1.35,620,0.4482,0.00E+00,21.44,54.76,23.79,331.651,2.11,1.03
2023/1/4,95,D4,Daughter4_D095,32.8,6.34,-422.83,55.7,1442.65,3.8,2000,133.1,0,39.87,348.56,4.68,0,1.43,590,0.323,0.00E+00,21.77,53.9,24.33,309.613,2.14,1.09
2023/1/5,96,D4,Daughter4_D096,33.03,6.34,-427.5,56.9,1472.9,4,2000,133.1,3.13,40.08,359.77,5.09,0,1.45,660,0.3342,0.00E+00,21.05,54.39,24.56,297.202,2.1,0.95
2023/1/6,97,D4,Daughter4_D097,32.36,6.34,-395.95,58,1473,4,2000,133.1,0,47.89,352.35,4.38,0,2.45,670,0.3312,0.00E+00,24.7,54.51,20.79,350.27,2.11,1.09
2023/1/7,98,D4,Daughter4_D098,32.47,6.35,-335.19,58.4,1492.25,4,2000,133.1,0,36.22,326.29,4.79,0,2.34,1070,0.3815,0.00E+00,22.78,54.27,22.95,341.857,2.19,1.12
2023/1/8,99,D4,Daughter4_D099,32.86,6.34,-383.24,58.1,1448,4,2000,133.1,3.42,38.48,321.88,5.22,0,2.53,1020,0.4182,0.00E+00,22.33,54.07,23.6,265.709,2.18,1.07
2023/1/9,100,D4,Daughter4_D100,32.98,6.33,-388.77,57,1405.9,4,2000,133.1,1.18,49.08,286.97,4.91,0,2.38,550,0.4433,0.00E+00,29.03,49.13,21.84,295.712,2.15,1.1
2023/1/10,101,D4,Daughter4_D101,32.8,6.32,-390.25,56,1425.05,4,2000,133.1,2.64,53.15,263.75,4.77,0,0,640,0.4716,4.75E-02,30.23,44.73,24.99,313.767,1.98,1.09
2023/1/11,102,D4,Daughter4_D102,32.75,6.34,-390,56.1,1420.45,4,2000,133.1,1.13,38.09,275.78,5.35,0,0,570,0.3727,0.00E+00,24.85,54.24,20.91,274.339,2.08,1.05
2023/1/12,103,D4,Daughter4_D103,32.98,6.34,-399.67,57.1,1398.45,4,2000,133.1,1.11,40.17,274.09,4.9,0,2.96,1200,0.3761,0.00E+00,20.53,55.58,23.9,263.288,2.06,1.09
2023/1/13,104,D4,Daughter4_D104,33,6.34,-388.86,57.8,1442.1,4,2000,133.1,1.14,43.94,283.86,4.66,0,2.64,400,0.4606,0.00E+00,28.91,53.17,17.92,289.588,2.13,1.07
2023/1/14,105,D4,Daughter4_D105,33.63,6.34,-337.65,57.8,1470.7,4,2000,133.1,2.3,41.6,240.23,4.19,0,1.11,510,0.2962,0.00E+00,18.56,54.96,26.47,294.5,2.07,1.08
2023/1/15,106,D4,Daughter4_D106,32.37,6.34,-389.45,57.2,1426.4,4,2000,133.1,3.64,61.14,288.08,4.84,0,6.74,620,0.3518,0.00E+00,21.03,54.32,24.65,298.372,2.09,1.1
2023/1/16,107,D4,Daughter4_D107,32.78,6.36,-404.5,57.9,1468.6,4,2000,133.1,2.18,54.88,277.43,4.7,0,2.77,900,0.2986,0.00E+00,15.45,56.06,28.5,305.689,2.12,
2023/1/17,108,D4,Daughter4_D108,32.96,6.37,-408.48,57.6,1481.15,4,2000,133.1,0.66,50.44,279.76,4.45,0,0,640,0.2926,0.00E+00,16.14,56.36,27.51,367.38,2.15,1.06
2023/1/18,109,D4,Daughter4_D109,33,6.39,-364.35,57.8,1460.6,4,2000,133.1,2.42,43,295.6,4.41,0,3.97,630,0.227,0.00E+00,17.76,56.26,25.98,393.665,2.04,1.06
2023/1/19,110,D4,Daughter4_D110,33.21,6.39,-418.18,58.1,1493.2,4,2000,133.1,1.63,34.93,297.81,4.78,0,4.74,570,0.2827,0.00E+00,16.91,56.38,26.71,365.927,2.06,1.07
